7053:101028,2904,68625,43222,28039,2351,24450,117339,10752,81916
7059:47670,61390,20065,55405,24881,11840,96400,106817,102594,58958
7069:47778,111816,39485,119864,8841,66166,31496,77286,34711,85053
7077:31168,32107,58530,77790,62125,64725,43857,17,302,654
7096:83166,7159,83349,95123,17,302,654,76,616,58
7112:116879,3509,22597,10995,66174,42009,30257,47498,7372,262
7116:77917,51156,80125,78564,16272,8105,64204,62114,122598,55335
7118:36954,3013,13087,5414,20869,28314,46290,16531,8115,87215
7133:10190,3829,3634,36885,22703,17198,3180,15395,4126,78608
7137:21878,5006,58979,28275,114358,49660,120063,49503,119512,103722
7140:80999,2692,22842,4486,19264,1359,42,13363,102512,31101
7159:375,77153,18149,5393,330,17687,39212,14328,60889,22115
7173:19643,28102,39144,113846,57931,52834,3341,100333,96750,113635
7178:43418,2109,33580,2583,66977,83779,111369,10733,110803,62742
7183:1277,42713,80239,18667,5444,317,13780,21445,12915,45649
7184:111429,111139,34367,6232,115866,16045,95681,6774,61173,81083
7188:87220,74817,1638,86964,82410,63479,72994,110121,20890,13069
7192:55521,58529,77327,5581,2077,34268,107658,23354,2904,45258
7196:3238,92700,73695,98031,110808,53004,43630,11162,50128,7670
7203:118130,34679,38238,1644,18284,103048,15248,37690,40269,49072
7214:73617,61001,15587,72535,103769,60105,103366,112228,6945,46287
7224:6992,4991,29458,19015,497,99111,85938,94039,52341,59647
7225:31563,116178,21503,70246,79380,23974,84382,71422,118635,24966
7230:106927,114494,34620,21332,94577,80550,95894,57216,114605,90915
7232:24913,1376,1155,50661,42867,67829,66437,80687,102540,30877
7239:8,294,2953,4669,483,2416,5581,118034,76,119
7242:65828,7998,48582,29921,77440,46181,43282,19029,110617,7614
7254:103841,58624,1333,53330,27409,41633,2068,34208,28011,94421
7268:136,108648,3751,761,109560,20916,21735,8096,60327,78873
7291:39027,102138,13631,62389,32447,3052,39567,93117,90832,55035
7294:43659,2265,77240,119866,18624,73891,47755,26575,108979,71199
7299:106462,50326,107049,58046,10353,58334,85917,37758,10466,743
7303:104811,74118,74806,610,104461,3977,104710,409,7930,93727
7326:87900,117532,95162,32054,61873,25930,9704,52998,80298,113790
7340:5670,15238,10254,48560,70959,56946,86016,73846,56166,30874
7346:120691,80327,67957,8891,24733,81916,4342,25647,10752,58958
7348:85875,17164,13287,37718,3028,85724,51896,387,5921,42
7351:7022,101233,76121,114636,35379,37816,53452,50239,98925,11210
7356:63591,48929,40319,7264,98848,23574,87402,29828,90015,94850
7366:114581,386,70561,16092,51115,7578,92932,8527,15510,26339
7367:113769,48862,121807,64360,69067,59579,122593,14737,1983,9401
7383:422,2588,17,7501,21106,109735,35737,30500,103116,66843
7397:9047,79942,112476,2578,40489,6062,117559,10642,45487,5433
7410:2307,13031,74845,58741,53395,1376,5189,7491,12042,5022
7414:70152,17596,9418,72325,44412,82504,96268,104268,68467,102068
7419:48509,7235,11206,5235,416,42205,58017,102190,103239,71273
7429:73007,47858,96408,46784,107597,121429,872,90015,67207,107555
7433:1001,7166,6353,3429,9838,4828,4221,18737,954,16196
7444:100314,102341,7334,44919,64626,1155,37665,123311,41078,61592
7451:48197,12597,38690,93408,1617,17944,69,25649,16147,121818
7461:54715,15604,25393,6755,10292,42178,2802,9491,3709,17102
7466:82941,16436,81224,82522,29091,105307,113742,14945,62164,69060
7467:68625,59908,2351,58958,42636,99957,9627,80284,15095,98470
7488:31390,14617,2512,675,3588,35630,109585,90701,86944,61986
7489:113345,47407,118929,63302,54872,41064,68947,50463,7612,58835
7517:10178,5006,114358,49660,119512,91017,48562,111429,15790,10498
7518:10702,39000,8095,2698,17888,1876,85828,83090,3554,3973
7519:3214,6590,11194,11813,59541,20822,93902,7667,7241,84586
7527:32792,54832,108786,105922,18129,75970,53774,58048,29484,117418
7542:14748,3601,15623,7180,48465,18444,64022,1531,102594,505
7555:72027,17920,1435,73619,4339,2549,2068,5784,39066,61646
7556:60762,119724,71189,113780,114712,70970,80530,38382,23040,120342
7558:80095,43550,76726,15557,5720,21233,109491,48643,56191,25801
7563:1762,84,35630,80239,2570,41190,3588,8688,3751,24294
7572:29417,13994,122888,35566,15332,67763,16725,91295,30975,87147
7586:71865,24539,107117,95878,64385,51818,68401,18408,11840,6678
7590:3622,9735,16912,10414,87684,79542,20951,101590,53111,23308
7603:5575,39013,28453,25183,4221,14626,2316,79032,19757,4106
7605:10295,16390,5729,108599,36807,119683,8355,60258,69032,94722
7607:20732,30188,3580,23464,16092,58958,42636,99957,66912,9627
7608:43387,40916,20631,5581,17005,9332,18849,1965,70710,5567
7612:20151,26517,16737,107363,17443,35470,123304,39489,63022,17761
7617:7760,28979,46650,17,654,2641,1119,755,37236,17
7637:24889,112994,43449,19763,4699,7508,15720,6400,61280,3188
7657:20235,75298,48188,73534,97908,73892,100473,46196,53824,25923
7661:17876,40026,110739,50911,56772,98793,49517,51382,47473,65233
7678:9199,99237,17232,71795,117675,42076,96922,57026,26141,35444
7682:7836,8,29066,1535,36227,6033,483,12522,5581,952
7692:182,3588,109585,86944,73427,94934,91320,18904,93308,32695
7699:107704,82537,26919,5353,87928,20952,929,72994,294,1155
7707:68323,63251,108055,23995,15873,333,162,109171,105620,75207
7708:1387,52669,61592,26114,91651,113247,53554,5229,97948,37442
7713:71626,57226,39574,22645,7989,48596,5785,5387,730,18749
7734:5581,19997,27047,16776,3842,2163,1786,16092,138,1099
7741:909,1277,51027,6033,39371,54372,4996,63571,31452,807
7742:40269,8926,10598,16161,37636,75650,111944,7550,8,23632
7743:2351,110714,55698,58958,42636,99957,9627,80284,15095,98470
7751:74127,8579,34744,29433,12760,94958,114875,7253,59953,18098
7760:35065,15790,55469,5393,13660,17687,28544,39212,1462,5533
7766:118281,94080,3999,70765,96464,91964,113574,88238,81427,112874
7787:108599,36807,10295,5729,16390,19763,119683,15787,25733,12776
7813:4057,31250,2416,5581,27211,9913,90507,11783,25575,59798
7818:80098,17761,51909,10454,27995,39539,17258,8105,112499,4627
7823:22203,17818,81547,100001,24479,12486,14310,81258,35277,56344
7825:43387,32546,54216,18122,116336,8211,40916,3085,24502,90488
7833:50668,34841,35625,68486,78240,120975,87239,75399,119202,49657
7841:57652,59541,7667,20822,93902,7241,3214,6590,11194,84586
7844:16100,57173,1474,25194,4275,1759,229,2427,91373,29918
7850:5450,91098,12976,3107,77356,15487,2628,2641,108706,30605
7863:42803,84421,66304,112534,113974,97202,3546,5414,1494,1131
7869:31954,4807,100905,87718,34802,78658,106334,72486,51638,36086
7888:19614,58529,31274,5650,16092,25635,45258,27371,2148,28480
7889:17317,3394,20396,57656,121752,13626,78205,41575,100877,52242
7894:5450,77356,59908,31795,91098,12976,49718,10752,2351,28977
7903:10530,37535,3023,4378,73162,120726,81081,85709,50281,12932
7915:16612,48931,63792,92409,15765,103757,18622,34203,101134,43164
7921:81699,8117,89787,18343,113071,106841,64108,56096,99778,90687
7945:8211,24502,5771,32546,17121,28755,54216,18122,3407,3085
7946:5414,49722,3546,36575,14285,4536,11643,71519,7785,8115
7949:72631,35257,12537,6450,9545,8494,94958,114875,7490,21528
7951:97844,71978,52364,102685,26826,1068,62067,41387,17596,9418
7958:79618,108434,73961,69579,17841,8322,65238,106063,37851,4409
7962:9822,16524,27999,1731,7174,28795,47163,6270,108616,15873
7964:5581,32719,20067,6249,2022,2163,3661,720,138,9346
7967:11590,6311,46281,6977,99985,95808,6192,14814,5980,5975
7969:645,101341,1871,749,114414,53452,121705,8312,11836,39202
7975:4221,6641,32008,19757,510,4288,44599,1359,42,7003
7976:1348,190,2988,47258,9894,10410,4702,13522,16266,1937
7977:71626,57226,39574,1348,19757,3429,4288,4601,1299,346
7981:75346,116110,39977,79349,103851,90937,34377,14566,86116,10106
7990:16514,185,24568,35840,1780,4851,59191,4487,76994,37185
8002:113729,18469,82585,23697,2359,90497,52990,38,50902,5117
8008:89213,91844,85858,96251,17992,40382,65400,76406,105614,81734
8009:9894,15250,5869,121448,79942,56177,6308,47037,92454,13069
8023:26565,59088,78025,80084,32402,28916,94892,38867,36534,42293
8032:27785,100689,14402,89594,51027,62114,122598,65672,99209,119448
8036:29962,36151,1531,102594,8860,17794,15604,8911,15949,12527
8054:11194,34275,11902,1155,582,12042,3214,12074,84586,87349
8065:3013,36954,1494,11643,8115,20869,20405,43595,4353,56948
8068:18213,79069,59309,13555,37171,18452,41385,89921,110414,107836
8069:4068,9159,48014,2588,5117,356,21220,7989,20613,3429
8081:43387,40916,93622,5006,11671,40438,10015,4596,709,13273
8090:29310,58529,27592,16311,17005,18319,14129,70710,13273,17207
8097:14902,96976,7667,79047,52221,66623,17508,7578,6249,28339
8103:110789,19603,57296,20950,93912,62455,62819,103558,81711,54762
8104:8300,24468,47836,17,302,654,76,616,58,8
8130:5740,103683,65457,37563,91115,16056,82205,1876,1955,6970
8134:19626,1877,66465,6387,105057,15542,31633,1913,85849,35268
8137:5069,65125,32308,69816,91545,1762,11671,18239,686,80239
8141:1331,16742,80574,99850,98548,90948,26575,7667,5428,22365
8144:93,72898,46865,15720,1376,3937,670,5022,28755,112144
8150:62404,42290,26537,9545,8494,7490,67108,111823,62792,3338
8159:12441,42,26070,42888,12935,81833,114878,3274,65457,3021
8161:8357,54240,77681,17,302,654,76,616,58,8
8163:20524,48307,108599,36807,10295,6249,10749,5729,16390,102123
8184:16357,118716,2372,1474,39327,108860,84696,91543,74251,56011
8186:80417,60912,94111,56176,53448,87127,17390,52765,7222,30074
8200:5638,278,91694,294,1456,2988,86421,3429,510,40538
8206:44115,67525,16961,110414,58159,83143,64823,115649,102412,115461
8217:1494,294,51115,20056,69455,18916,13512,52208,84141,15676
8224:123254,84,2570,41190,8688,25769,52039,13340,121331,72493
8225:101698,7741,50626,5117,2203,22961,107494,52047,26020,23604
8227:2115,34402,39888,53192,18960,41796,94557,50595,54334,108828
8229:16742,98548,3875,1806,101900,79085,78277,79306,113938,97117
8245:510,2326,193,81699,24811,10131,10503,3913,14508,4154
8263:118201,8476,39003,110137,91897,17,302,654,76,616
8264:96367,73761,53292,14147,58979,28275,120063,49503,103722,46230
8270:49125,69691,18059,41818,78952,17186,5414,1494,3013,8115
8276:54039,48418,60327,43301,2316,14998,4351,7970,66985,59506
8285:29794,61364,68216,4828,1456,1348,2316,100560,57626,9615
8286:12360,16599,20984,77513,66482,77290,4541,5121,80954,21381
8287:81222,60085,95600,80267,110762,30768,82897,84140,5642,105529
8290:1871,120176,113180,43246,48369,24008,10070,116,86525,10280
8310:49237,110875,89921,63553,66890,21409,102698,31453,15559,119895
8314:53154,71,41153,67156,16959,59189,38434,2063,82058,69698
8325:13069,9449,2578,2316,2988,1550,7989,899,2162,70518
8326:89130,109595,37156,23596,61076,102793,80745,37518,34210,116466
8334:24502,2900,99700,28094,9992,83236,82043,8729,54343,86928
8336:17,302,654,76,616,58,8,866,84,29
8343:61335,68176,2162,77240,59690,119866,19054,81271,11553,18624
8347:80239,89,23995,78873,28213,20916,45649,333,114414,75207
8352:71217,122598,8930,2021,51027,42290,26537,62114,9545,28262
8368:2644,5026,32256,15412,17487,4536,53451,14705,5610,86033
8380:760,92054,18049,81191,18324,122888,35566,15332,14653,67763
8396:40438,3175,62413,121331,72493,2108,5347,6275,18012,5572
8401:70359,40534,31686,3736,58540,1603,61239,9210,1794,3297
8406:60317,68047,91098,49718,29156,26339,42211,1271,89439,81594
8411:190,303,1102,138,15573,54571,87220,74817,1638,86964
8413:2456,64147,3158,64810,5006,8,11633,294,11754,2583
8435:87220,74817,1638,86964,82410,63479,72994,110121,20890,13069
8449:1109,34000,4991,4353,47413,14653,32577,66060,92900,30024
8450:48931,97802,53740,88883,54993,69662,104252,92638,95162,94335
8476:27234,93313,84213,7690,8730,78124,55290,12830,8,99731
8477:45318,38047,62175,102674,87677,65636,120939,17080,92765,10643
8491:25910,19377,6419,38353,3237,45652,630,45211,2200,11326
8499:7843,30359,23518,107577,15304,37558,13660,36984,858,70594
8500:1164,114133,120437,33137,93635,88651,34979,103447,8,1535
8510:7965,77007,294,20614,28480,19233,13969,1099,43255,5581
8513:1052,106924,19618,30316,59696,10580,43690,29587,559,35101
8517:85190,25041,57092,88325,86763,236,64883,508,23354,122595
8530:58529,2345,5638,23354,32719,57902,2423,8483,16593,10592
8531:31908,86648,8034,5581,26339,317,9104,14129,7578,5650
8534:3829,3634,398,36885,22703,17198,30931,107599,18902,3180
8536:1057,13969,74970,4459,13832,23472,2345,7667,15743,28888
8537:7974,36711,57700,9024,120094,21318,68546,37313,76115,105659
8552:811,22178,17,302,654,76,616,58,8,866
8569:48728,2116,69999,99974,99483,87684,62233,53111,110656,110267
8578:2816,50156,87337,106,81129,60087,10466,974,13152,14152
8581:89016,91024,5089,14022,9916,72154,1101,26062,8285,11480
8582:49984,294,58529,4722,24895,16553,45258,2148,525,104736
8600:84549,84205,78784,49546,120942,81487,67071,19025,94708,51298
8603:77673,51517,74219,38051,47023,40885,41450,2220,40357,52807
8635:3328,356,2988,1109,1957,23610,510,303,9354,5575
8636:1376,1187,11326,50129,62605,20182,112144,29066,46822,120376
8637:121705,8312,12492,90615,53025,3502,14855,11574,121851,82282
8644:79942,6096,70945,9996,4054,86937,91326,56084,1550,6439
8651:22304,24159,64621,19763,78385,83866,819,1348,2988,1550
8660:8445,33252,11456,4996,23995,333,1277,4813,75207,114453
8670:3423,2525,121148,57066,40012,14059,60302,58979,79529,28275
8681:78903,17258,26517,11941,16737,1068,20552,107363,97166,82556
8692:51865,1139,10040,4512,118864,110414,107836,24691,106749,83715
8711:89787,15050,11627,46481,113071,106841,28314,56096,90687,112641
8717:81,60085,95600,80267,110762,30768,82897,84140,5642,105529
8718:58647,92846,77177,120022,60536,23613,62763,110250,58727,41190
8719:67829,83981,17005,70710,22115,15720,9332,16977,1376,6024
8735:9870,90801,116810,11723,19993,6875,673,76979,56572,36227
8736:2345,109949,19037,16630,103249,4873,8914,25022,1551,19092
8746:47806,26339,10733,807,33252,19037,9104,31063,3842,13969
8747:84942,8845,41441,1086,96783,102919,43769,54286,77010,120307
8755:27589,67819,122688,29756,32950,27582,86870,17,302,654
8760:38295,37600,86747,64116,39403,83752,83982,74404,27146,87342
8765:41750,59151,25669,36981,6880,104983,73747,57432,12385,110110
8768:76693,29070,118042,713,22563,103105,85958,20197,86017,93420
8771:61011,23403,40899,25895,104369,91234,101711,99722,102177,32307
8774:80417,1119,48,1187,5564,94111,76690,33745,44716,15242
8782:114620,117157,82186,11897,53912,1531,26847,17794,15604,38275
8788:12874,58529,27018,50906,1786,1243,16593,5581,26339,27211
8789:51741,19241,3477,7375,23266,31954,80125,36210,76,112144
8790:13408,3376,2068,1131,375,24502,10695,3969,1462,14109
8802:14705,32528,5610,51909,27995,39539,112499,16612,50581,3675
8810:10295,7978,2307,2904,108599,36807,67068,5729,16390,9212
8812:66439,32521,25305,687,8487,49660,60085,36104,95600,4254
8822:74274,28350,8725,61657,57470,108437,118822,114504,33225,97123
8825:7843,6096,60621,356,14186,112888,70945,9996,86937,113938
8844:22607,103267,89921,1271,21409,91543,6481,80329,4886,72933
8850:3233,100169,559,83329,50394,113992,101280,104623,86926,43755
8852:25148,72247,51282,123225,53,29363,4299,1187,5176,23847
8862:91229,50013,47027,51600,100203,75216,104610,54858,19803,100182
8863:12915,53485,15326,28643,93395,3707,13726,118090,15741,64640
8868:1762,5905,1102,2416,14894,26778,1101,98288,2570,41190
8870:3751,17769,80239,101297,20916,7970,83366,1927,645,23995
8872:52611,87293,39093,75772,6040,3634,25330,4126,32636,4699
8877:10848,36954,13087,3175,5414,11643,8115,9943,20869,34000
8889:3214,68943,1131,12874,3842,11813,7241,113184,4368,3661
8890:5567,854,10732,20022,30095,22026,731,1966,1462,5006
8900:69591,14186,5080,14750,10014,22199,11210,5457,8197,7795
8906:73940,1759,15873,162,109171,9545,75294,13526,89361,8494
8912:67829,83981,1155,62045,31250,17005,24913,9332,33566,1376
8913:5111,53403,62175,2287,46200,119813,102898,6484,111915,37554
8915:33151,58563,34108,98892,34692,3991,97288,114282,85550,69510
8916:26339,13797,27757,44905,58979,28275,120063,49503,103722,46230
8920:18124,36919,30054,2069,63107,9686,22411,4854,107954,59381
8924:8037,39034,10295,83475,4123,5729,16390,105348,112144,39440
8931:3463,85068,102212,13194,88330,32817,32599,20822,113827,18370
8935:27157,7009,807,59987,8213,4199,24390,80125,52990,118672
8936:89051,54180,40588,736,6306,17,302,654,76,616
8958:84526,9613,26371,4627,5048,64204,117427,3877,102988,52853
8984:9725,77230,25127,9345,14754,297,78059,60889,81173,162
9000:1896,3546,5414,1762,1102,2570,41190,8688,8232,15103
9001:15846,4797,51115,55158,24044,68162,45229,53543,16254,14867
9013:122950,11132,110386,93405,14779,110376,103050,116827,62037,6137
9024:104365,28198,20699,94352,650,11836,60247,110640,23406,12569
9079:1501,23377,18452,41385,4702,42137,4221,111667,19757,4288
9085:7806,5278,71247,1111,2640,573,48222,11326,31978,28235
9096:71515,378,34907,60230,16997,103071,1455,68488,72945,8541
9098:4353,82038,33607,118211,88839,86764,113261,98128,31035,22626
9106:4221,14626,1348,14894,6400,356,5905,65992,117987,20932
9111:16092,386,70561,27018,50906,3661,1099,1243,294,10733
9122:27882,40265,4756,119173,27957,10785,47380,42339,106189,60687
9128:4396,60004,5904,41641,1759,58165,1552,89361,4223,75914
9135:12883,99007,108305,58154,120464,35534,31863,88647,53847,71474
9141:8225,16519,14401,11725,7859,1206,6601,38103,2694,4459
9152:44835,21841,633,15741,55469,14859,30151,42157,42305,28544
9155:48917,47816,13785,83541,66948,28736,35529,46843,807,43178
9157:63258,23308,36478,34973,7253,111877,112886,87198,86152,42036
9158:1164,7305,5812,87110,76092,21832,30168,32721,19666,7558
9159:3429,7166,2578,56084,48014,1550,40489,2588,4500,1957
9160:189,35625,3328,69667,48890,92829,18778,7857,24985,27138
9161:117802,93266,96306,28977,96400,106817,84089,24450,6678,8676
9171:32973,51909,19770,8205,27995,39539,20424,670,112499,16612
9173:9545,8494,94598,6297,65079,88901,43114,60612,7490,49195
9200:85065,32570,81292,4008,73799,4816,9598,12998,85614,11283
9224:8776,5581,7965,77007,20614,31908,16987,45977,23333,3511
9225:110156,19378,24181,101382,56779,39440,115100,109179,92922,62433
9233:22776,7843,32656,378,96027,34841,49140,108657,2080,12522
9236:24079,54549,31391,61038,15304,1455,37558,30359,23518,4113
9237:79164,35273,77451,17292,81307,36961,29476,50707,26719,68378
9238:43898,67526,111037,68030,76700,18755,71626,40787,107477,1720
9245:11524,48110,510,3853,21625,923,5542,302,22961,75207
9249:84421,66304,112534,50313,112421,12814,563,58979,28275,120063
9256:113055,61647,68162,13832,6103,1550,4500,1957,5605,27886
9276:15846,93405,51115,11077,40453,107558,96585,344,14893,45610
9288:1731,64054,2200,19620,44182,107482,38460,37739,59047,10353
9290:4409,19528,46318,74475,34877,120534,20986,37112,31597,62598
9291:11456,31452,33252,15873,28643,1277,4996,4813,1140,162
9310:34268,63494,57102,90990,94038,7222,21089,5575,43718,967
9312:1128,27886,50037,42057,4828,9449,2316,2588,70518,2668
9313:91543,889,6793,26062,24003,16049,18298,98288,16438,22307
9331:73904,28740,25224,42949,24308,62701,72562,39566,89192,8687
9333:81656,8,4650,2739,30259,34582,7334,6210,353,203
9350:5022,10295,93,303,108599,36807,29221,28266,5729,16390
9357:83385,9760,80021,986,7585,20184,17,302,654,76
9359:12559,26062,1195,909,51909,14147,39371,32528,15873,43659
9364:71626,39574,21544,102305,81461,121947,56084,4338,4500,1957
9368:50917,72716,60740,19631,26550,32432,38319,2241,962,70
9369:69691,8115,32675,5538,95729,58979,28275,120063,49503,46230
9371:87919,54225,119480,110110,38641,57788,59425,46788,993,42091
9381:38349,122473,40263,97201,7931,27768,46332,22507,1913,86559
9389:72606,97686,32076,95029,109119,45970,18077,39645,63225,322
9394:889,6793,26062,2578,16049,21544,7989,30022,4563,48389
9400:29900,645,80527,11836,117974,14626,12569,71961,909,76199
9402:9815,17,302,654,76,616,58,8,866,84
9420:4304,38213,36324,19757,16196,303,1330,1937,89778,4662
9431:39440,24181,106295,106123,1839,24673,7681,65526,2904,41078
9432:51116,39447,92115,27630,21325,35195,4106,9894,1684,16813
9433:16952,71022,77882,103886,95228,43850,25107,4447,554,1957
9437:32096,44531,49820,17124,24824,5613,62964,40982,35630,41808
9442:23699,48751,8996,3103,13197,42592,21445,5381,11839,6395
9443:93058,14912,43659,2265,2162,77240,119866,81271,11553,18624
9451:28094,9992,16217,43485,5701,39557,31715,60761,26267,24502
9473:28795,2694,64216,118955,60085,99630,95600,17766,117183,121083
9474:73026,5078,46177,17,302,654,76,616,58,8
9486:3509,17684,28752,94987,24364,40921,2073,50707,14047,4568
9487:53753,3407,31271,28730,731,1966,810,8232,4262,5393
9489:12175,49722,64054,18157,703,25900,27297,2316,29092,23995
9494:55469,28544,6266,5393,38075,19524,21313,23517,5545,5450
9498:4926,17,302,654,76,616,58,8,866,84
9499:28848,84475,44686,97828,14014,111500,64290,108687,117000,96474
9500:53071,34773,104931,13479,67861,79512,85437,86461,60154,59036
9507:42312,83207,26339,54133,58254,563,1146,58979,28275,120063
9514:36401,9961,62652,97268,63035,30289,23317,63098,19244,85292
9525:58890,14912,93058,78398,86693,4735,19128,43659,10276,1195
9528:39701,27690,2246,49233,54100,559,15487,24195,2115,35101
9531:27438,262,77264,1851,60751,8981,3330,81003,114182,25007
9535:108599,36807,10295,5729,16390,119683,24824,12612,21640,112144
9538:43595,20405,7491,15720,3937,66363,91209,117835,24419,103800
9541:29477,70330,875,86105,3207,18868,120893,962,899,2162
9553:38250,1550,71686,10813,449,87220,74817,1638,86964,82410
9568:85323,95759,1452,6311,12432,92054,68090,14188,66128,110156
9570:20223,99397,106344,14272,81298,41999,3829,3634,36885,12344
9571:105816,3864,12404,11626,21650,9566,17015,6657,7667,1131
9573:25544,120948,29472,1462,30877,3232,786,80298,24824,521
9576:48352,10038,17,302,654,76,616,58,8,866
9580:16742,63579,92668,38250,33961,50628,12811,14601,23406,79236
9590:65672,92932,41,7578,99822,20067,75313,103683,10695,74027
9593:83884,52291,1217,30993,1762,11813,1644,16319,370,56895
9606:68625,24710,12874,3707,10752,19524,1527,5450,28977,4568
9612:7802,121331,8232,72493,2108,5347,6275,18012,61772,3175
9613:9003,97419,117169,40552,3864,19636,27041,61148,56548,46935
9614:28433,13380,62237,22813,51852,117975,64394,99553,43221,17804
9630:103364,77022,84089,36223,92440,97020,14498,32973,7629,18982
9665:29221,80239,79194,20916,23995,7843,5709,51909,3798,8205
9666:21959,3829,40352,104641,4699,36885,50391,22703,9190,73528
9668:189,35625,19524,1527,6024,5450,29900,20699,4568,26749
9680:2454,93,6593,10269,10813,2668,29991,9838,5708,10496
9685:13069,4828,1456,1348,2316,100560,190,38250,1550,7989
9693:7166,6353,3429,1001,2307,21544,44178,59058,39013,33303
9694:77092,27919,27887,5477,89600,20229,63798,43088,62268,121743
9696:88458,62728,924,91739,31527,84521,114829,47778,75138,96263
9711:36887,36868,88297,44919,64626,66519,22665,18343,75346,123311
9722:66952,100120,93824,14589,40536,16403,79131,19424,122969,28685
9727:54872,41064,39860,25143,38713,68947,58835,50463,89273,113345
9742:7003,5303,47258,10295,110720,3884,13108,107882,51236,102610
9745:4396,60004,92739,1759,89361,88195,75914,106583,15194,55185
9752:11754,22546,16753,47089,7210,817,59054,12119,2717,535
9753:26892,8094,86888,69611,38519,49500,53221,38053,66769,51863
9755:9047,10759,99287,102071,54515,118683,13668,73677,3895,12748
9757:30279,82254,45133,23376,12218,98501,2902,59623,70890,109171
9786:3546,42713,4991,13772,14912,22134,5414,40326,38415,439
9808:4068,5371,10889,5857,110414,62964,64640,42359,30555,35681
9810:5253,91373,54327,1155,36345,106943,48746,4828,2517,37200
9812:15242,899,48,1187,60612,44716,102661,34465,22944,90507
9813:889,10759,633,8444,1710,68567,388,6793,15741,99111
9818:87220,74817,1638,109171,86964,82410,63479,72994,110121,20890
9820:122195,55754,10368,36350,43458,91056,75514,85490,52929,71315
9824:66033,5461,13961,14983,51011,33449,10664,51987,48627,86305
9827:111116,92263,27269,6945,875,899,7506,14912,60322,37633
9831:55698,35288,47304,13169,54605,53483,24450,8713,28977,8891
9834:8095,14894,5905,49233,128,4843,55562,889,388,98288
9837:2316,11026,20916,7970,3675,59506,58250,23874,23995,333
9839:43457,4404,14838,36668,43595,66363,91209,117835,24419,15720
9840:11991,24585,62978,30462,70783,8641,1535,2500,38413,6880
9864:58250,2316,60327,278,333,59506,23874,56220,18578,7970
9879:35630,49245,388,20916,26062,5930,65,138,327,967
9890:12162,5572,13273,11415,121331,72493,2108,5347,6275,18012
9891:45649,80239,20916,4351,21735,14874,28213,645,23995,333
9892:7965,2345,34141,19037,16206,36553,535,21459,8066,31063
9896:98986,64109,40676,40438,61574,36028,26765,27999,43178,2359
9899:71626,23516,57226,39574,23768,19757,23610,4288,2326,41037
9900:13772,42210,30020,439,49180,14768,69455,13512,14129,7578
9911:100841,53026,34320,7744,76994,37185,42008,48247,65512,86739
9926:4173,1762,84,99180,2570,37032,41190,8688,5572,11415
9927:6395,32199,3463,13368,3423,50678,3103,13091,10966,2435
9929:8861,1912,4756,11210,5457,8197,7795,12253,21171,7135
9944:29614,104917,81557,113780,69946,60255,111429,74995,48319,122235
9945:13051,15050,11627,46481,28314,112641,37697,38575,18287,56658
9946:24811,510,10131,2326,193,81699,10503,3913,14508,4154
9961:62564,86476,64464,63653,12938,91460,68299,122379,58740,19621
9984:31215,112549,20369,11185,110875,68259,63553,6502,102698,31453
10030:194,32999,28314,34000,4991,8115,56948,4353,47413,14653
10040:13848,34397,9874,19699,14748,20747,89462,1621,5200,399
10050:17198,78608,24919,14964,52650,37386,8227,30931,21952,34185
10051:93579,99170,120907,89602,2979,119019,9508,100169,15765,15720
10073:4996,28036,45258,3517,317,10813,14129,303,4722,3654
10078:16996,70818,19362,17,302,654,76,616,58,8
10082:72397,9159,40552,4828,2578,356,21015,40489,42897,1548
10084:10662,3068,52056,301,91352,17,302,654,76,616
10086:17186,88853,1109,18669,45592,7029,2660,9326,57634,330
10088:23574,115688,58796,28262,9627,44960,45318,27730,97054,56011
10090:30874,11541,71525,23289,20638,61247,109271,15153,74001,74865
10110:19757,13732,14998,56084,2988,4338,3429,1957,23610,40538
10111:3937,20405,8167,7491,113780,66363,114712,70970,80530,91209
10115:17975,108069,82636,115268,59971,9786,116590,52988,54747,10862
10117:56084,20932,190,6641,7989,103661,4500,510,75086,4288
10130:5006,979,76028,43222,102776,82012,7667,33084,6264,64054
10132:5621,4486,42,1603,4999,11146,22292,925,11082,10445
10133:731,1966,854,30095,3610,1462,724,5006,114358,49660
10136:105311,29021,2326,101911,93,16870,3937,13739,4413,47931
10140:73673,22688,72865,278,82040,23842,354,31373,106258,77305
10148:96400,106817,103364,3829,77022,24539,39616,3634,36885,22703
10155:33763,90185,93087,112552,807,59987,12328,30822,5582,19552
10156:115131,47413,14653,32577,66060,108296,99962,92900,54936,49737
10194:19529,9077,10414,79542,113136,82805,101590,23308,97901,54380
10196:287,11053,1896,28453,16517,81974,2578,6400,6439,40489
10200:5117,7741,2203,107494,8383,106739,42411,96690,123287,65884
10210:100689,2704,4664,30319,121401,30483,77938,31189,103314,85203
10233:13411,33833,58227,53668,26628,103949,114024,116154,17920,40904
10235:18122,13307,67376,84533,34473,116164,88411,121615,120255,51933
10236:49680,115685,33195,115745,65107,107018,74796,109645,97502,90854
10237:7222,24282,10758,2578,2316,43718,56084,190,2988,40489
10249:121485,106943,45526,103238,59815,21737,9294,114936,97294,123036
10254:11026,93550,64144,112928,118045,67653,85067,21865,25964,110352
10267:11506,21280,13772,80239,439,2077,51115,107658,3536,45977
10275:27309,40330,21679,81922,53261,46054,48865,53178,22110,17096
